:START_ID,:END_ID,:TYPE
371624198607130133,15509020449,PhoneNumber
370212197909049938,14925305854,PhoneNumber
370322196605146382,13575552232,PhoneNumber
330803197106305054,14791280511,PhoneNumber
610527199702281960,17787345879,PhoneNumber
430723198511023445,17211091079,PhoneNumber
350305198909237760,17107925348,PhoneNumber
411302199702156244,15687181695,PhoneNumber
511703196006063057,15694765392,PhoneNumber
640301197712201367,18117763659,PhoneNumber
130321198310132856,13873735502,PhoneNumber
211121197909156087,18283616701,PhoneNumber
542330199202211657,13118051994,PhoneNumber
431003198703247701,17715109201,PhoneNumber
220723199109184010,13013330841,PhoneNumber
430522200011111234,18835098153,PhoneNumber
511322199410044131,18411925238,PhoneNumber
140321196401047564,15637827450,PhoneNumber
230621196609050918,18919512206,PhoneNumber
320105198206012447,18939543824,PhoneNumber
500243196306293920,14951490878,PhoneNumber
330503197310124858,13015352318,PhoneNumber
542325199106129730,13977381862,PhoneNumber
530111196308207152,13414430492,PhoneNumber
530901198708106225,18553575112,PhoneNumber
610828198609299020,17705400545,PhoneNumber
152524199703123842,18817976397,PhoneNumber
230231197309205874,17694987481,PhoneNumber
532931199803142232,13451055603,PhoneNumber
231083198310102607,18706821932,PhoneNumber
152921197108070282,13844279538,PhoneNumber
141182199002259103,13740865642,PhoneNumber
220183195510088114,15918001710,PhoneNumber
130101197206087790,14930848319,PhoneNumber
321182198909028047,15025348447,PhoneNumber
330104197511122361,15947203112,PhoneNumber
630103195605310027,15625959708,PhoneNumber
330726199805177134,13721297903,PhoneNumber
440883196607140282,13200294156,PhoneNumber
130637195712133308,18772947409,PhoneNumber
652101197201069737,18559592559,PhoneNumber
370684199309074478,18877497559,PhoneNumber
450422200107228720,14952628907,PhoneNumber
421125198412065532,18228632934,PhoneNumber
421122199102131896,17500300397,PhoneNumber
220821198301289493,18128696157,PhoneNumber
150304197701206784,15082426656,PhoneNumber
370112197005110600,14552806089,PhoneNumber
130634197608255045,18832150330,PhoneNumber
420682199110079908,13598309438,PhoneNumber
320508197809304321,13678210891,PhoneNumber
331124197610020557,15376670801,PhoneNumber
350305199707138360,18087671210,PhoneNumber
370613199309152862,14789711045,PhoneNumber
410782195807240496,15098946408,PhoneNumber
