:START_ID,:END_ID,:TYPE
431003198703247701,732163691,BankAccount
220723199109184010,222955516,BankAccount
430522200011111234,366796844,BankAccount
511322199410044131,770626342,BankAccount
140321196401047564,326590796,BankAccount
230621196609050918,026916811,BankAccount
320105198206012447,474774403,BankAccount
500243196306293920,105963743,BankAccount
330503197310124858,523329062,BankAccount
542325199106129730,317084510,BankAccount
530111196308207152,043327370,BankAccount
530901198708106225,191616549,BankAccount
610828198609299020,317643116,BankAccount
152524199703123842,356164989,BankAccount
230231197309205874,939477808,BankAccount
532931199803142232,011452294,BankAccount
231083198310102607,067281853,BankAccount
152921197108070282,787870746,BankAccount
141182199002259103,711359337,BankAccount
220183195510088114,339703998,BankAccount
130101197206087790,086372975,BankAccount
321182198909028047,902187153,BankAccount
330104197511122361,009367368,BankAccount
630103195605310027,586300292,BankAccount
330726199805177134,260113511,BankAccount
440883196607140282,868590978,BankAccount
130637195712133308,895190758,BankAccount
652101197201069737,053138604,BankAccount
370684199309074478,779450389,BankAccount
450422200107228720,356588757,BankAccount
421125198412065532,242620431,BankAccount
421122199102131896,097927185,BankAccount
220821198301289493,851629501,BankAccount
150304197701206784,888801580,BankAccount
370112197005110600,863733328,BankAccount
130634197608255045,122519951,BankAccount
420682199110079908,435682902,BankAccount
320508197809304321,547274071,BankAccount
331124197610020557,869159557,BankAccount
350305199707138360,668577821,BankAccount
370613199309152862,629352875,BankAccount
410782195807240496,532701068,BankAccount
